id,country,language,treatment,age,gender,gender_text,education,political_ideology,religiosity,subjective_SES,AI_familiarity,AI_frequency,AI_trustworthy,order,dilemma,advisor,advice,trustworthy,blame,trust_other_issues,surprise,humanlike,judgement_pre,judgement_post,confidence_pre,confidence_post,comprehension_check
480,Brazil,PT,AI,38,Female,NA,6,3,7,6,7,5,6,1,Bike,ETHIC-AI,Utilitarian,2,6,1,7,1,0.17,0.22,6,7,Correct
480,Brazil,PT,AI,38,Female,NA,6,3,7,6,7,5,6,2,Baby,VIRTUE-BOT,Deontological,5,3,5,2,4,0,0,7,7,Correct
481,Brazil,PT,Human,23,Male,NA,6,4,4,5,6,4,5,1,Baby,Dr. Thompson,Deontological,4,3,5,5,5,0.73,0.38,3,3,Correct
481,Brazil,PT,Human,23,Male,NA,6,4,4,5,6,4,5,2,Bike,Dr. Smith,Utilitarian,2,7,2,6,1,0,0,7,7,Correct
482,Brazil,PT,AI,28,Female,NA,8,7,7,8,7,5,5,1,Baby,ETHIC-AI,Deontological,7,1,4,4,1,0,0,7,7,Correct
482,Brazil,PT,AI,28,Female,NA,8,7,7,8,7,5,5,2,Bike,VIRTUE-BOT,Utilitarian,2,7,2,7,1,0,0,7,7,Correct
483,Brazil,PT,Human,35,Female,NA,7,4,4,3,7,4,5,1,Bike,Dr. Smith,Deontological,3,1,3,1,5,0.04,0.06,3,4,Correct
483,Brazil,PT,Human,35,Female,NA,7,4,4,3,7,4,5,2,Baby,Dr. Thompson,Utilitarian,3,3,3,3,3,0.2,0.22,2,1,Correct
484,Brazil,PT,AI,35,Female,NA,7,5,7,8,6,4,5,1,Bike,ETHIC-AI,Deontological,7,5,7,6,6,0.26,0.19,7,7,Correct
484,Brazil,PT,AI,35,Female,NA,7,5,7,8,6,4,5,2,Baby,VIRTUE-BOT,Utilitarian,1,7,1,7,1,0.14,0.08,7,7,Correct
485,Brazil,PT,Human,29,Female,NA,6,3,3,4,4,4,4,1,Bike,Dr. Thompson,Utilitarian,6,6,4,5,5,NA,0.74,4,3,Incorrect
485,Brazil,PT,Human,29,Female,NA,6,3,3,4,4,4,4,2,Baby,Dr. Smith,Deontological,6,5,4,5,3,0.78,0.81,6,5,Correct
486,Brazil,PT,Human,33,Female,NA,6,1,7,9,7,4,7,1,Bike,Dr. Thompson,Utilitarian,4,4,4,7,4,1,1,1,7,Correct
486,Brazil,PT,Human,33,Female,NA,6,1,7,9,7,4,7,2,Baby,Dr. Smith,Deontological,4,4,4,7,4,0,0,1,7,Correct
487,Brazil,PT,Human,20,Male,NA,4,4,5,5,6,4,5,1,Baby,Dr. Smith,Utilitarian,6,1,5,1,7,1,1,6,7,Correct
487,Brazil,PT,Human,20,Male,NA,4,4,5,5,6,4,5,2,Bike,Dr. Thompson,Deontological,5,4,4,7,6,0.99,0.88,6,5,Correct
488,Brazil,PT,AI,26,Female,NA,8,4,4,8,3,2,3,1,Baby,VIRTUE-BOT,Deontological,4,3,4,3,4,0,0,3,3,Correct
488,Brazil,PT,AI,26,Female,NA,8,4,4,8,3,2,3,2,Bike,ETHIC-AI,Utilitarian,3,3,4,3,4,0,0,4,3,Incorrect
489,Brazil,PT,AI,27,Female,NA,6,7,6,8,6,4,3,1,Baby,ETHIC-AI,Utilitarian,5,5,6,5,5,0,0,7,7,Correct
489,Brazil,PT,AI,27,Female,NA,6,7,6,8,6,4,3,2,Bike,VIRTUE-BOT,Deontological,1,7,1,7,1,1,1,7,7,Correct
490,Brazil,PT,Human,29,Female,NA,4,4,4,5,1,1,2,1,Bike,Dr. Smith,Deontological,5,2,5,4,5,1,0,2,5,Correct
490,Brazil,PT,Human,29,Female,NA,4,4,4,5,1,1,2,2,Baby,Dr. Thompson,Utilitarian,1,3,1,7,1,0,0,4,5,Correct
491,Brazil,PT,AI,35,Female,NA,4,6,7,8,6,3,4,1,Baby,ETHIC-AI,Utilitarian,6,1,7,3,6,0.27,0.86,4,6,Correct
491,Brazil,PT,AI,35,Female,NA,4,6,7,8,6,3,4,2,Bike,VIRTUE-BOT,Deontological,4,1,7,3,3,0.87,0.95,6,7,Correct
492,Brazil,PT,AI,22,Female,NA,4,4,2,5,7,4,5,1,Baby,ETHIC-AI,Deontological,7,1,7,4,3,0,0,7,7,Correct
492,Brazil,PT,AI,22,Female,NA,4,4,2,5,7,4,5,2,Bike,VIRTUE-BOT,Utilitarian,2,6,1,4,4,0,0,7,7,Correct
493,Brazil,PT,Human,35,Male,NA,8,4,4,5,7,3,4,1,Bike,Dr. Thompson,Deontological,7,1,7,1,7,0,0,7,7,Correct
493,Brazil,PT,Human,35,Male,NA,8,4,4,5,7,3,4,2,Baby,Dr. Smith,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
494,Brazil,PT,AI,30,Male,NA,2,5,5,NA,4,4,5,1,Baby,ETHIC-AI,Deontological,5,4,4,4,5,0.37,0.67,5,5,Correct
494,Brazil,PT,AI,30,Male,NA,2,5,5,NA,4,4,5,2,Bike,VIRTUE-BOT,Utilitarian,6,5,5,5,4,0.37,0.43,5,5,Incorrect
495,Brazil,PT,AI,20,Female,NA,4,1,4,10,1,2,2,1,Baby,VIRTUE-BOT,Utilitarian,1,5,4,4,4,0.08,0.21,1,2,Incorrect
495,Brazil,PT,AI,20,Female,NA,4,1,4,10,1,2,2,2,Bike,ETHIC-AI,Deontological,1,2,2,2,2,0.27,0.22,1,1,Correct
496,Brazil,PT,AI,26,Male,NA,8,1,7,8,7,5,7,1,Bike,VIRTUE-BOT,Deontological,7,1,7,7,7,1,0,7,7,Correct
496,Brazil,PT,AI,26,Male,NA,8,1,7,8,7,5,7,2,Baby,ETHIC-AI,Utilitarian,7,1,7,7,7,0,1,7,7,Correct
497,Brazil,PT,AI,26,Female,NA,8,1,4,10,6,3,6,1,Bike,ETHIC-AI,Utilitarian,6,1,7,7,3,1,0.83,7,7,Correct
497,Brazil,PT,AI,26,Female,NA,8,1,4,10,6,3,6,2,Baby,VIRTUE-BOT,Deontological,7,1,7,1,7,0,0,7,7,Correct
498,Brazil,PT,AI,37,Female,NA,8,1,5,8,5,4,4,1,Bike,VIRTUE-BOT,Utilitarian,6,2,4,5,3,0.01,0.93,5,6,Correct
498,Brazil,PT,AI,37,Female,NA,8,1,5,8,5,4,4,2,Baby,ETHIC-AI,Deontological,4,2,4,7,3,0.9,0.79,1,1,Correct
499,Brazil,PT,Human,35,Female,NA,4,5,7,4,4,3,4,1,Bike,Dr. Smith,Utilitarian,1,7,1,1,3,0.01,0,6,7,Correct
499,Brazil,PT,Human,35,Female,NA,4,5,7,4,4,3,4,2,Baby,Dr. Thompson,Deontological,5,4,3,1,5,0,0,7,7,Correct
500,Brazil,PT,Human,38,Female,NA,4,4,7,7,3,4,7,1,Baby,Dr. Smith,Utilitarian,1,1,1,7,1,0,0.01,7,7,Incorrect
500,Brazil,PT,Human,38,Female,NA,4,4,7,7,3,4,7,2,Bike,Dr. Thompson,Deontological,7,7,7,7,7,0.98,1,7,7,Incorrect
501,Brazil,PT,Human,53,Male,NA,6,4,4,5,7,5,6,1,Baby,Dr. Thompson,Deontological,7,1,6,7,5,0,0,7,7,Correct
501,Brazil,PT,Human,53,Male,NA,6,4,4,5,7,5,6,2,Bike,Dr. Smith,Utilitarian,6,2,6,7,5,0.72,0.8,5,5,Correct
502,Brazil,PT,AI,30,Female,NA,8,2,5,8,7,5,6,1,Bike,ETHIC-AI,Deontological,7,1,7,6,7,0.04,0,7,7,Correct
502,Brazil,PT,AI,30,Female,NA,8,2,5,8,7,5,6,2,Baby,VIRTUE-BOT,Utilitarian,1,7,1,6,1,0,0,7,7,Incorrect
503,Brazil,PT,AI,29,Male,NA,6,4,4,5,7,5,6,1,Baby,VIRTUE-BOT,Deontological,4,1,4,5,3,0.49,0.38,1,1,Correct
503,Brazil,PT,AI,29,Male,NA,6,4,4,5,7,5,6,2,Bike,ETHIC-AI,Utilitarian,3,6,4,4,4,0.36,0.59,1,1,Correct
504,Brazil,PT,Human,38,Male,NA,8,4,4,8,6,5,6,1,Baby,Dr. Smith,Utilitarian,1,2,1,7,5,0.04,0.02,7,7,Incorrect
504,Brazil,PT,Human,38,Male,NA,8,4,4,8,6,5,6,2,Bike,Dr. Thompson,Deontological,1,7,1,7,5,0,0,7,7,Correct
505,Brazil,PT,AI,35,Female,NA,8,1,6,7,5,3,4,1,Baby,VIRTUE-BOT,Utilitarian,4,6,4,3,1,0,0.13,7,7,Correct
505,Brazil,PT,AI,35,Female,NA,8,1,6,7,5,3,4,2,Bike,ETHIC-AI,Deontological,7,1,7,1,5,0.09,0.05,7,7,Correct
506,Brazil,PT,Human,43,Female,NA,4,4,4,4,2,3,4,1,Bike,Dr. Smith,Deontological,4,1,4,3,1,0,0.23,1,2,Correct
506,Brazil,PT,Human,43,Female,NA,4,4,4,4,2,3,4,2,Baby,Dr. Thompson,Utilitarian,3,4,3,3,4,0.22,0.76,3,3,Correct
507,Brazil,PT,Human,44,Female,NA,5,7,6,6,5,3,4,1,Bike,Dr. Thompson,Deontological,6,1,5,4,4,0.69,0.62,5,5,Correct
507,Brazil,PT,Human,44,Female,NA,5,7,6,6,5,3,4,2,Baby,Dr. Smith,Utilitarian,4,3,4,3,3,0.39,0.34,4,4,Correct
508,Brazil,PT,AI,28,Female,NA,4,7,5,8,7,4,7,1,Bike,VIRTUE-BOT,Deontological,7,1,3,1,7,0,0,7,7,Correct
508,Brazil,PT,AI,28,Female,NA,4,7,5,8,7,4,7,2,Baby,ETHIC-AI,Utilitarian,7,1,5,1,7,0.75,0.77,5,5,Correct
509,Brazil,PT,Human,31,Male,NA,4,1,6,7,5,3,2,1,Bike,Dr. Smith,Utilitarian,6,5,5,1,3,0.03,0.68,4,3,Correct
509,Brazil,PT,Human,31,Male,NA,4,1,6,7,5,3,2,2,Baby,Dr. Thompson,Deontological,7,1,7,1,5,0,0.25,7,7,Correct
510,Brazil,PT,AI,32,Female,NA,8,3,5,6,7,4,7,1,Bike,ETHIC-AI,Deontological,7,2,7,7,3,0,0,7,7,Correct
510,Brazil,PT,AI,32,Female,NA,8,3,5,6,7,4,7,2,Baby,VIRTUE-BOT,Utilitarian,4,4,4,5,1,0,0,4,4,Correct
511,Brazil,PT,AI,29,Female,NA,6,3,3,6,6,4,5,1,Baby,VIRTUE-BOT,Deontological,7,2,6,3,6,0,0,6,7,Correct
511,Brazil,PT,AI,29,Female,NA,6,3,3,6,6,4,5,2,Bike,ETHIC-AI,Utilitarian,4,5,3,5,5,0.06,0.24,4,4,Correct
512,Brazil,PT,AI,27,Female,NA,6,3,5,7,7,4,7,1,Bike,ETHIC-AI,Utilitarian,1,7,1,1,1,0,0,7,7,Incorrect
512,Brazil,PT,AI,27,Female,NA,6,3,5,7,7,4,7,2,Baby,VIRTUE-BOT,Deontological,5,1,6,7,4,0,0,1,7,Correct
513,Brazil,PT,Human,25,Male,NA,6,5,1,4,7,4,6,1,Bike,Dr. Thompson,Utilitarian,3,1,1,7,1,0,0,7,7,Incorrect
513,Brazil,PT,Human,25,Male,NA,6,5,1,4,7,4,6,2,Baby,Dr. Smith,Deontological,5,1,4,1,7,0,0,7,7,Correct
514,Brazil,PT,AI,24,Female,NA,6,1,6,8,7,4,6,1,Bike,VIRTUE-BOT,Utilitarian,4,4,3,5,3,0,0,7,7,Correct
514,Brazil,PT,AI,24,Female,NA,6,1,6,8,7,4,6,2,Baby,ETHIC-AI,Deontological,7,1,7,5,7,0,0,7,7,Correct
515,Brazil,PT,Human,29,Female,NA,6,4,1,7,7,4,7,1,Bike,Dr. Thompson,Utilitarian,2,4,2,7,3,0.3,0.33,3,3,Incorrect
515,Brazil,PT,Human,29,Female,NA,6,4,1,7,7,4,7,2,Baby,Dr. Smith,Deontological,7,1,7,3,7,0,0,7,7,Correct
516,Brazil,PT,AI,19,Male,NA,4,7,4,4,7,5,6,1,Baby,VIRTUE-BOT,Deontological,7,1,7,1,7,0,0,7,7,Correct
516,Brazil,PT,AI,19,Male,NA,4,7,4,4,7,5,6,2,Bike,ETHIC-AI,Utilitarian,7,2,7,7,7,0.98,1,4,7,Correct
517,Brazil,PT,Human,43,Female,NA,8,1,7,10,7,3,7,1,Bike,Dr. Smith,Utilitarian,7,7,7,7,7,0.04,1,7,7,Correct
517,Brazil,PT,Human,43,Female,NA,8,1,7,10,7,3,7,2,Baby,Dr. Thompson,Deontological,7,1,7,7,7,0,0,7,7,Correct
518,Brazil,PT,Human,42,Female,NA,8,5,6,8,6,4,6,1,Bike,Dr. Thompson,Deontological,7,4,7,5,7,0.14,0.84,5,5,Incorrect
518,Brazil,PT,Human,42,Female,NA,8,5,6,8,6,4,6,2,Baby,Dr. Smith,Utilitarian,3,5,4,6,2,0.1,0.07,7,7,Correct
519,Brazil,PT,Human,28,Male,NA,8,7,7,8,7,5,7,1,Baby,Dr. Thompson,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
519,Brazil,PT,Human,28,Male,NA,8,7,7,8,7,5,7,2,Bike,Dr. Smith,Deontological,7,7,7,7,7,0,0,7,7,Correct
520,Brazil,PT,AI,33,Male,NA,4,3,6,5,7,4,6,1,Bike,ETHIC-AI,Deontological,6,2,7,7,6,0,0,7,7,Correct
520,Brazil,PT,AI,33,Male,NA,4,3,6,5,7,4,6,2,Baby,VIRTUE-BOT,Utilitarian,4,5,5,7,4,0,0,7,7,Incorrect
521,Brazil,PT,Human,34,Male,NA,6,6,7,6,6,5,5,1,Bike,Dr. Thompson,Deontological,7,1,6,1,7,0,0,7,7,Correct
521,Brazil,PT,Human,34,Male,NA,6,6,7,6,6,5,5,2,Baby,Dr. Smith,Utilitarian,1,7,3,6,3,0,0,7,7,Correct
522,Brazil,PT,Human,30,Male,NA,8,1,5,7,7,4,3,1,Bike,Dr. Smith,Deontological,7,1,7,1,7,0,0,7,7,Correct
522,Brazil,PT,Human,30,Male,NA,8,1,5,7,7,4,3,2,Baby,Dr. Thompson,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
523,Brazil,PT,AI,34,Female,NA,8,7,5,8,7,3,5,1,Bike,VIRTUE-BOT,Utilitarian,7,2,7,2,4,0.93,1,6,7,Correct
523,Brazil,PT,AI,34,Female,NA,8,7,5,8,7,3,5,2,Baby,ETHIC-AI,Deontological,4,5,4,7,2,0.94,0.32,5,1,Correct
524,Brazil,PT,AI,26,Female,NA,6,4,4,6,6,3,5,1,Bike,ETHIC-AI,Deontological,4,3,4,5,3,0.5,0.17,3,5,Correct
524,Brazil,PT,AI,26,Female,NA,6,4,4,6,6,3,5,2,Baby,VIRTUE-BOT,Utilitarian,2,6,2,5,1,0.07,0,6,6,Correct
525,Brazil,PT,AI,33,Female,NA,8,1,3,6,6,4,6,1,Baby,VIRTUE-BOT,Deontological,5,1,4,5,4,0,0,4,7,Correct
525,Brazil,PT,AI,33,Female,NA,8,1,3,6,6,4,6,2,Bike,ETHIC-AI,Utilitarian,6,1,4,7,4,1,1,7,7,Correct
526,Brazil,PT,AI,31,Female,NA,8,2,6,9,7,5,5,1,Bike,VIRTUE-BOT,Utilitarian,1,7,1,6,1,0.02,0,7,7,Incorrect
526,Brazil,PT,AI,31,Female,NA,8,2,6,9,7,5,5,2,Baby,ETHIC-AI,Deontological,7,1,7,6,7,0,0.01,7,7,Correct
527,Brazil,PT,AI,37,Male,NA,8,7,5,8,7,5,5,1,Baby,ETHIC-AI,Utilitarian,2,4,4,3,3,0,0.48,6,1,Correct
527,Brazil,PT,AI,37,Male,NA,8,7,5,8,7,5,5,2,Bike,VIRTUE-BOT,Deontological,6,1,5,7,6,0.48,0,3,5,Correct
528,Brazil,PT,AI,38,Female,NA,8,1,2,3,7,5,7,1,Baby,VIRTUE-BOT,Utilitarian,1,7,7,1,1,0,0,7,7,Correct
528,Brazil,PT,AI,38,Female,NA,8,1,2,3,7,5,7,2,Bike,ETHIC-AI,Deontological,6,1,7,7,1,0,0,5,7,Correct
529,Brazil,PT,Human,24,Male,NA,8,1,6,7,7,4,5,1,Baby,Dr. Thompson,Utilitarian,3,6,4,6,4,0,0.17,6,4,Correct
529,Brazil,PT,Human,24,Male,NA,8,1,6,7,7,4,5,2,Bike,Dr. Smith,Deontological,7,1,7,1,7,0,0,7,7,Correct
530,Brazil,PT,AI,32,Female,NA,6,4,2,3,6,3,4,1,Bike,ETHIC-AI,Deontological,6,3,3,7,5,0.79,0.02,5,4,Correct
530,Brazil,PT,AI,32,Female,NA,6,4,2,3,6,3,4,2,Baby,VIRTUE-BOT,Utilitarian,3,5,4,6,4,0.2,0.33,3,3,Incorrect
531,Brazil,PT,Human,31,Female,NA,8,7,5,6,7,4,7,1,Baby,Dr. Thompson,Deontological,7,3,7,7,6,0.89,0,4,7,Correct
531,Brazil,PT,Human,31,Female,NA,8,7,5,6,7,4,7,2,Bike,Dr. Smith,Utilitarian,7,1,7,7,7,0.01,0,7,7,Incorrect
532,Brazil,PT,AI,37,Female,NA,6,1,4,4,4,3,4,1,Bike,VIRTUE-BOT,Deontological,5,4,5,6,5,0.01,0.09,5,5,Correct
532,Brazil,PT,AI,37,Female,NA,6,1,4,4,4,3,4,2,Baby,ETHIC-AI,Utilitarian,3,6,2,4,1,0.09,0,6,7,Correct
533,Brazil,PT,Human,28,Female,NA,4,1,5,5,7,4,6,1,Baby,Dr. Smith,Deontological,7,1,7,1,7,0,0,5,7,Correct
533,Brazil,PT,Human,28,Female,NA,4,1,5,5,7,4,6,2,Bike,Dr. Thompson,Utilitarian,1,7,1,7,1,0,0,4,7,Correct
534,Brazil,PT,Human,44,Male,NA,8,5,4,8,5,4,5,1,Baby,Dr. Thompson,Deontological,7,1,7,1,7,0,0,7,7,Correct
534,Brazil,PT,Human,44,Male,NA,8,5,4,8,5,4,5,2,Bike,Dr. Smith,Utilitarian,5,1,6,1,6,0,0.11,5,5,Correct
535,Brazil,PT,Human,34,Female,NA,6,7,5,7,7,5,6,1,Bike,Dr. Smith,Deontological,7,1,7,3,7,0.05,0.06,7,7,Correct
535,Brazil,PT,Human,34,Female,NA,6,7,5,7,7,5,6,2,Baby,Dr. Thompson,Utilitarian,4,1,4,3,6,0,0.03,7,6,Incorrect
536,Brazil,PT,Human,32,Female,NA,6,4,5,6,6,3,5,1,Bike,Dr. Thompson,Utilitarian,5,5,5,1,1,1,1,6,6,Correct
536,Brazil,PT,Human,32,Female,NA,6,4,5,6,6,3,5,2,Baby,Dr. Smith,Deontological,6,1,5,3,1,0,0,5,6,Correct
537,Brazil,PT,AI,24,Male,NA,6,6,5,6,7,5,7,1,Bike,VIRTUE-BOT,Deontological,6,2,6,7,5,1,1,6,6,Correct
537,Brazil,PT,AI,24,Male,NA,6,6,5,6,7,5,7,2,Baby,ETHIC-AI,Utilitarian,3,5,4,7,3,1,0.22,4,6,Correct
538,Brazil,PT,AI,29,Female,NA,6,4,7,5,6,3,4,1,Baby,VIRTUE-BOT,Deontological,3,4,5,5,5,0,0,1,7,Correct
538,Brazil,PT,AI,29,Female,NA,6,4,7,5,6,3,4,2,Bike,ETHIC-AI,Utilitarian,4,3,3,4,4,0.17,0.09,2,2,Correct
539,Brazil,PT,AI,28,Female,NA,4,4,7,5,7,5,7,1,Baby,VIRTUE-BOT,Utilitarian,7,5,7,7,5,0.15,0.86,7,6,Correct
539,Brazil,PT,AI,28,Female,NA,4,4,7,5,7,5,7,2,Bike,ETHIC-AI,Deontological,7,1,7,7,7,0.93,0.18,3,7,Correct
540,Brazil,PT,Human,22,Female,NA,4,4,4,10,4,3,4,1,Bike,Dr. Thompson,Deontological,4,5,4,3,4,0.83,0.75,5,4,Incorrect
540,Brazil,PT,Human,22,Female,NA,4,4,4,10,4,3,4,2,Baby,Dr. Smith,Utilitarian,3,6,5,2,4,0.68,0.25,4,4,Incorrect
541,Brazil,PT,Human,44,Male,NA,8,5,4,7,3,3,2,1,Bike,Dr. Smith,Utilitarian,5,3,3,5,5,0,0,6,6,Correct
541,Brazil,PT,Human,44,Male,NA,8,5,4,7,3,3,2,2,Baby,Dr. Thompson,Deontological,7,1,7,1,7,0,0,7,7,Correct
542,Brazil,PT,AI,40,Female,NA,8,4,4,5,5,5,4,1,Bike,ETHIC-AI,Deontological,5,3,5,5,4,0.2,0.23,2,4,Correct
542,Brazil,PT,AI,40,Female,NA,8,4,4,5,5,5,4,2,Baby,VIRTUE-BOT,Utilitarian,3,6,2,6,4,0.17,0.09,5,6,Correct
543,Brazil,PT,AI,34,Female,NA,6,4,4,8,6,5,7,1,Bike,ETHIC-AI,Deontological,7,1,7,7,1,0.93,0.79,6,6,Correct
543,Brazil,PT,AI,34,Female,NA,6,4,4,8,6,5,7,2,Baby,VIRTUE-BOT,Utilitarian,7,2,7,7,1,0.11,0.12,7,7,Correct
544,Brazil,PT,AI,27,Female,NA,6,4,6,3,7,5,6,1,Bike,VIRTUE-BOT,Utilitarian,4,5,4,7,3,0,0.7,7,3,Correct
544,Brazil,PT,AI,27,Female,NA,6,4,6,3,7,5,6,2,Baby,ETHIC-AI,Deontological,6,1,6,6,5,0,0,7,7,Correct
545,Brazil,PT,AI,41,Male,NA,6,4,3,6,7,5,4,1,Bike,ETHIC-AI,Deontological,2,7,1,7,1,0.97,1,7,7,Correct
545,Brazil,PT,AI,41,Male,NA,6,4,3,6,7,5,4,2,Baby,VIRTUE-BOT,Utilitarian,1,7,1,7,1,0.07,0,7,7,Correct
546,Brazil,PT,AI,37,Female,NA,6,4,7,7,6,4,6,1,Baby,ETHIC-AI,Utilitarian,6,3,6,3,6,0,0.84,6,6,Correct
546,Brazil,PT,AI,37,Female,NA,6,4,7,7,6,4,6,2,Bike,VIRTUE-BOT,Deontological,6,3,4,5,6,0.92,0.09,6,7,Correct
547,Brazil,PT,Human,20,Male,NA,4,4,3,4,7,4,7,1,Bike,Dr. Smith,Deontological,7,1,7,3,7,0,0,4,7,Correct
547,Brazil,PT,Human,20,Male,NA,4,4,3,4,7,4,7,2,Baby,Dr. Thompson,Utilitarian,1,7,1,7,1,0.03,0,7,7,Correct
548,Brazil,PT,AI,35,Female,NA,6,7,6,8,6,4,6,1,Baby,ETHIC-AI,Deontological,5,5,3,6,2,0.23,0.15,2,6,Correct
548,Brazil,PT,AI,35,Female,NA,6,7,6,8,6,4,6,2,Bike,VIRTUE-BOT,Utilitarian,2,6,2,6,2,0.18,0.22,6,6,Incorrect
549,Brazil,PT,Human,25,Female,NA,5,2,3,4,7,4,3,1,Bike,Dr. Smith,Deontological,5,4,3,7,3,1,0.98,2,5,Correct
549,Brazil,PT,Human,25,Female,NA,5,2,3,4,7,4,3,2,Baby,Dr. Thompson,Utilitarian,6,1,4,5,5,0.98,1,5,3,Correct
550,Brazil,PT,Human,37,Female,NA,6,7,5,7,4,3,5,1,Baby,Dr. Thompson,Deontological,7,1,6,2,7,0,0,7,7,Correct
550,Brazil,PT,Human,37,Female,NA,6,7,5,7,4,3,5,2,Bike,Dr. Smith,Utilitarian,6,5,6,2,6,0.77,0.89,5,5,Correct
551,Brazil,PT,Human,24,Female,NA,8,4,6,6,6,4,5,1,Baby,Dr. Thompson,Utilitarian,7,1,7,1,7,1,1,6,7,Correct
551,Brazil,PT,Human,24,Female,NA,8,4,6,6,6,4,5,2,Bike,Dr. Smith,Deontological,6,1,7,6,7,1,0.08,6,7,Correct
552,Brazil,PT,AI,42,Female,NA,6,4,4,7,4,2,4,1,Baby,ETHIC-AI,Deontological,4,6,4,6,3,0.76,0.47,5,5,Correct
552,Brazil,PT,AI,42,Female,NA,6,4,4,7,4,2,4,2,Bike,VIRTUE-BOT,Utilitarian,5,5,5,4,5,0.37,0.68,5,5,Correct
553,Brazil,PT,AI,30,Female,NA,4,2,1,3,6,5,6,1,Baby,ETHIC-AI,Utilitarian,5,3,5,4,5,0.76,0.92,5,5,Correct
553,Brazil,PT,AI,30,Female,NA,4,2,1,3,6,5,6,2,Bike,VIRTUE-BOT,Deontological,1,2,3,5,2,0.81,0.89,6,6,Incorrect
554,Brazil,PT,AI,33,Female,NA,6,5,5,5,7,3,5,1,Bike,ETHIC-AI,Utilitarian,5,3,5,4,5,0.2,0.33,4,5,Correct
554,Brazil,PT,AI,33,Female,NA,6,5,5,5,7,3,5,2,Baby,VIRTUE-BOT,Deontological,4,4,5,4,4,0,0,4,7,Correct
555,Brazil,PT,Human,25,Male,NA,4,4,7,3,7,4,5,1,Bike,Dr. Smith,Deontological,7,1,7,1,7,0,0,7,7,Correct
555,Brazil,PT,Human,25,Male,NA,4,4,7,3,7,4,5,2,Baby,Dr. Thompson,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
556,Brazil,PT,AI,39,Female,NA,8,4,6,6,5,3,4,1,Bike,VIRTUE-BOT,Deontological,7,1,7,2,7,0.13,0,5,7,Correct
556,Brazil,PT,AI,39,Female,NA,8,4,6,6,5,3,4,2,Baby,ETHIC-AI,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
557,Brazil,PT,AI,37,Female,NA,6,1,1,7,2,2,2,1,Baby,VIRTUE-BOT,Utilitarian,3,4,3,1,1,0.62,0.56,1,1,Correct
557,Brazil,PT,AI,37,Female,NA,6,1,1,7,2,2,2,2,Bike,ETHIC-AI,Deontological,3,3,3,5,4,0.59,0.58,1,1,Correct
558,Brazil,PT,Human,41,Female,NA,5,4,7,6,7,3,4,1,Bike,Dr. Smith,Deontological,7,1,7,1,7,0,0,7,7,Correct
558,Brazil,PT,Human,41,Female,NA,5,4,7,6,7,3,4,2,Baby,Dr. Thompson,Utilitarian,4,4,4,7,1,0,0,7,7,Correct
559,Brazil,PT,AI,20,Female,NA,4,4,7,4,7,3,7,1,Bike,ETHIC-AI,Deontological,1,1,7,7,7,0.37,0,1,7,Correct
559,Brazil,PT,AI,20,Female,NA,4,4,7,4,7,3,7,2,Baby,VIRTUE-BOT,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
560,Brazil,PT,AI,32,Male,NA,4,6,4,7,7,3,4,1,Baby,ETHIC-AI,Deontological,7,1,7,7,4,0,0,7,7,Correct
560,Brazil,PT,AI,32,Male,NA,4,6,4,7,7,3,4,2,Bike,VIRTUE-BOT,Utilitarian,1,7,1,7,1,0,0,7,7,Correct
561,Brazil,PT,Human,27,Female,NA,8,4,4,7,7,5,7,1,Baby,Dr. Thompson,Deontological,5,4,2,7,4,0,0,6,7,Correct
561,Brazil,PT,Human,27,Female,NA,8,4,4,7,7,5,7,2,Bike,Dr. Smith,Utilitarian,1,7,1,7,1,0.01,0,7,7,Correct
562,Brazil,PT,Human,38,Female,NA,4,4,7,6,1,1,6,1,Bike,Dr. Thompson,Deontological,7,1,6,1,7,0.05,0,7,7,Correct
562,Brazil,PT,Human,38,Female,NA,4,4,7,6,1,1,6,2,Baby,Dr. Smith,Utilitarian,1,7,1,6,3,0.07,0.09,6,6,Correct
563,Brazil,PT,Human,34,Female,NA,4,4,4,5,4,1,3,1,Bike,Dr. Smith,Deontological,7,1,5,1,7,0.06,0,5,7,Correct
563,Brazil,PT,Human,34,Female,NA,4,4,4,5,4,1,3,2,Baby,Dr. Thompson,Utilitarian,1,7,1,7,4,0,0,7,7,Incorrect
564,Brazil,PT,AI,19,Female,NA,5,4,6,5,5,4,4,1,Bike,ETHIC-AI,Utilitarian,4,3,5,2,5,0,1,5,7,Correct
564,Brazil,PT,AI,19,Female,NA,5,4,6,5,5,4,4,2,Baby,VIRTUE-BOT,Deontological,4,4,7,7,3,1,0,6,7,Correct
565,Brazil,PT,AI,24,Female,NA,6,4,6,4,6,3,4,1,Baby,VIRTUE-BOT,Utilitarian,3,2,2,7,2,0,0,7,7,Correct
565,Brazil,PT,AI,24,Female,NA,6,4,6,4,6,3,4,2,Bike,ETHIC-AI,Deontological,7,4,7,5,4,0.65,0,4,7,Correct
